TRA,1702.5,Terra Industries Inc.
TNH,1743.8,"Terra Nitrogen Company, L.P."
TSO,1823.5,Tesoro Petroleum Corporation
TTI,364.6,"Tetra Technologies, Inc."
TXI,950.1,"Texas Industries, Inc."
TXN,20120.5,Texas Instruments Incorporated
TPL,238.5,Texas Pacific Land Trust
TGH,504.6,Textainer Group Holdings Limited
TXT,3344,Textron Inc.
TXT^A,11271,Textron Inc.
TXT^B,11377.5,Textron Inc.
TTF,92.3,"Thai Fund, Inc. (The)"
BX,1733.7,The Blackstone Group L.P.
SRV,42.4,The Cushing MLP Total Return Fund
DNY,43.6,The Denali Fund
GDL,279.5,The Gabelli Global Deal Fund
GRX,42.5,The Gabelli Healthcare & Wellness Trust
THG,2195,"The Hanover Insurance Group, Inc."
TGX,38.9,Theragenics Corporation
TMO,14316.7,Thermo Fisher Scientific Inc
TNB,1342.9,Thomas & Betts Corporation
TC,452.3,Thompson Creek Metals Company Inc.
TMS,50.8,THOMSON multimedia S.A.
TRI,18617.6,Thomson Reuters Corp
THO,730.7,"Thor Industries, Inc."
TDW,2075.5,Tidewater Inc.
TIF,2909.1,Tiffany & Co.
THI,5223.8,Tim Hortons Inc.
TBL,531.2,Timberland Company (The)
TWC,19347.5,Time Warner Cable Inc
TWX,36089.8,Time Warner Inc.
TKR,1895.3,Timken Company (The)
TWI,284.8,"Titan International, Inc."
TIE,1595.1,Titanium Metals Corporation
TJX,8564.1,"TJX Companies, Inc. (The)"
TNS,234.9,"TNS, Inc."
TOD,69.2,Todd Shipyards Corporation
TOL,3438.8,Toll Brothers Inc.
TKS,243.1,Tomkins PLC
TCM,34.3,Tongjitang Chinese Medicines Company
TR,914.1,"Tootsie Roll Industries, Inc."
TRU,12.4,Torch Energy Royalty Trust
TMK,3801,Torchmark Corporation
TMK^A,95.5,Torchmark Corporation
TTC,1173.3,Toro Company (The)
TD,29058.3,Toronto Dominion Bank (The)
TTO,39.7,Tortoise Capital Resources Corporation
TYY,220.2,Tortoise Energy Capital Corporation
TYG,350.2,Tortoise Energy Infrastructure Corporation
TYN,49.2,Tortoise North American Energy Corporation
TSS,2755.6,"Total System Services, Inc."
TOT,10823.1,"TotalFinaElf, S.A."
TM,3688.7,Toyota Motor Corporation
TAC,4020,TransAlta Corporation
TAI,100.8,"Transamerica Income Shares, Inc."
TRH,2654.9,"Transatlantic Holdings, Inc."
TRP,14649.2,"Transcananda Pipelines, Ltd."
TCI,93.3,"Transcontinental Realty Investors, Inc."
TDG,1633.7,Transdigm Group Incorporated
TLP,121.3,Transmontaigne Partners L.P.
RIG,15081.1,Transocean Inc.
TGS,37.7,Transportadora de Gas del Sur SA TGS
TRR,37.1,"TRC Companies, Inc."
TG,616.4,Tredegar Corporation
THS,859,"Treehouse Foods, Inc."
TWP,252.1,"Trex Company, Inc."
TY,1029.7,Tri Continental Corporation
TY^,28.8,Tri Continental Corporation
TRS,46.2,TriMas Corporation
TSL,220,Trina Solar Limited
TRN,1253.5,"Trinity Industries, Inc."
GTS,187.3,Triple-S Management Corporation
TGI,704,"Triumph Group, Inc."
TBI,415.1,Trueblue Inc
TZK,0,Trust Ctfs 2002 1 Bear Stearns Depositor Inc Acting as Deposit
TRW,364.2,TRW Automotive Holdings Corporation
TYW,102.5,TS&W/Claymore Tax-Advantaged Balanced Fund
TNP,692.4,Tsakos Energy Navigation Ltd
TUP,1407.2,Tupperware Corporation
TKC,1268.4,Turkcell Iletisim Hizmetleri AS
TKF,44.3,"Turkish Investment Fund, Inc. (The)"
TWB,107,"Tween Brands, Inc."
TEL,7418.1,Tyco Electronics Ltd.
TYC,10215.3,"Tyco International, Ltd."
TYL,435.2,"Tyler Technologies, Inc."
TSN,2694.7,"Tyson Foods, Inc."
YSI,257.3,U-Store-It Trust
USB,43882,U.S. Bancorp
USB^E,193.8,U.S. Bancorp
USB^F,234.5,U.S. Bancorp
USB^G,320.9,U.S. Bancorp
USB^H,649.6,U.S. Bancorp
USB^I,460,U.S. Bancorp
USB^J,674.8,U.S. Bancorp
USB^K,450,U.S. Bancorp
USB^L,534,U.S. Bancorp
UBS,14076.5,UBS AG
UBS^D,123.6,UBS AG
UGI,2635,UGI Corporation
UIL,758.5,UIL Holdings Corporation
UPL,5193.8,Ultra Petroleum Corp.
UGP,240,Ultrapar Participacoes S.A.
UA,877.1,"Under Armour, Inc."
UBB,23758.2,Unibanco Brasileiros S.A.
UFI,175,"Unifi, Inc."
UNF,427.3,Unifirst Corporation
UN,7596.5,Unilever NV
UL,2708.2,Unilever PLC
UNP,24207.4,Union Pacific Corporation
UNS,1042.1,UniSource Energy Corporation
UIS,307.9,Unisys Corporation
UNT,1262.8,Unit Corporation
UDR,1877.9,"United Dominion Realty Trust, Inc."
UDR^G,97.2,"United Dominion Realty Trust, Inc."
UMC,450,United Microelectronics Corporation
UPS,37371.9,"United Parcel Service, Inc."
URI,546.2,"United Rentals, Inc."
USM,2350.6,United States Cellular Corporation
UZG,85.1,United States Cellular Corporation
UZV,175.2,United States Cellular Corporation
UTX,50953,United Technologies Corporation
UNH,32127.7,UnitedHealth Group Incorporated
UTL,119.4,UNITIL Corporation
UTR,993.3,"Unitrin, Inc."
UAM,597.1,Universal American Financial Corp.
UVV,746.4,Universal Corporation
UHT,390.4,Universal Health Realty Income Trust
UHS,1764.9,"Universal Health Services, Inc."
UTI,430.8,Universal Technical Institute Inc
IN,820.2,"UNOVA, Inc."
UNM,6158.8,UnumProvident Corporation
URS,3404.1,URS Corporation
UBA,292,Urstadt Biddle Properties Inc.
UBP,113.7,Urstadt Biddle Properties Inc.
UBP^C,29,Urstadt Biddle Properties Inc.
UBP^D,43.5,Urstadt Biddle Properties Inc.
LCC,882,"US Airways Group, Inc. New"
USU,499.6,USEC Inc.
USG,797.2,USG Corporation
BIF,71.2,"USLIFE Income Fund, Inc."
UST,10295.6,UST Inc.
X,4324.8,USX Corporation
VFC,6028.9,V.F. Corporation
EGY,433.4,Vaalco Energy Inc
MTN,976.8,"Vail Resorts, Inc."
VCI,63.4,"Valassis Communications, Inc."
CJA,0,Vale Cap Ltd
CJB,0,Vale Cap Ltd
VRX,1866.3,Valeant Pharmaceuticals International
VLO,11166.6,Valero Energy Corporation
NSH,751.5,"Valero GP Holdings, LLC"
NS,2236.2,Valero LP
VHI,1216.4,"Valhi, Inc."
VR,1958.8,"Validus Holdings, Ltd."
VLY,2732.6,Valley National Bancorp
VLY^A,156.1,Valley National Bancorp
VMI,1604.6,"Valmont Industries, Inc."
VAL,1809.5,Valspar Corporation (The)
VBF,184.9,Van Kampen Bond Fund
VCV,170.4,Van Kampen California Value Municipal Income Trust
VTA,524.7,Van Kampen Dynamic Credit Opportunities Fund
VLT,33.6,Van Kampen High Income Corporate Bond Fund
VMO,326.7,Van Kampen Municipal Opportunity Trust
VKQ,345,Van Kampen Municipal Trust
VOQ,72,Van Kampen Ohio Quality Municipal Trust
VPV,201.4,Van Kampen Pennsylvania Value Municipal Income Trust
VVR,460.8,Van Kampen Senior Income Trust
VIM,98.2,Van Kampen Trust for Insured Municipals
VGM,477.4,Van Kampen Trust for Investment Grade Municipals
VTJ,69.4,Van Kampen Trust for Investment Grade New Jersey Municipals
VTN,134.2,Van Kampen Trust for Investment Grade New York Municipals
VIT,64.3,Vanceinfo Technologies Inc
VAR,4353.6,"Varian Medical Systems, Inc."
VGR,899.1,Vector Group Ltd.
VVC,2025.3,Vectren Corporation
VQ,139.7,"Venoco, Inc."
VTR,4810.3,"Ventas, Inc."
VE,684.5,Veolia Environnement
PAY,413.2,"Veriphone Holdings, Inc."
VZ,96292.4,Verizon Communications Inc.
VRS,53.6,Verso Paper Corp.
VIA,1154.1,"Viacom, Inc."
VIA/B,10600.5,"Viacom, Inc."
VNV,548.4,"Viacom, Inc."
VVI,506.5,Viad Corporation
VCO,47.2,Vina Concha Y Toro
VM,45.1,Virgin Mobile USA Inc.
VEL^E,10.2,Virginia Electric & Power Company
V,23548.9,Visa Inc.
VSH,588.9,"Vishay Intertechnology, Inc."
VC,45.7,Visteon Corporation
VTO,23.2,Vitro S.A. de C.V.
VIV,1099.8,Vivo Participacoes S.A.
VMW,2122.7,"Vmware, Inc."
VOD,13134.9,Vodafone AirTouch Public Limited Company
VOL,159.1,"Volt Information Sciences, Inc."
VG,103.3,Vonage Holdings Corp.
VNO,9315.3,Vornado Realty Trust
VNO^A,2785.7,Vornado Realty Trust
VNO^E,51.2,Vornado Realty Trust
VNO^F,97.6,Vornado Realty Trust
VNO^G,130.3,Vornado Realty Trust
VNO^H,72.5,Vornado Realty Trust
VNO^I,208.1,Vornado Realty Trust
VCP,334.7,Votorantim Celulose e Papel SA
VMC,7664,Vulcan Materials Company
WHI,34,W Holding Company Incorporated
WTI,1093.4,"W&T Offshore, Inc."
WPC,937.7,W.P. Carey & Co. LLC
WPL,10.6,"W.P. Stuart & Co., Ltd."
WRB,4998.6,W.R. Berkley Corporation
WRB^A,181.5,W.R. Berkley Corporation
GRA,430.8,W.R. Grace & Company
GWW,5997.2,"W.W. Grainger, Inc."
WNC,138.2,Wabash National Corporation
WBC,1104,Wabco Holdings Inc.
WAB,1927.3,Wabtec Corporation
WB^B,624,WACHOVIA CORP.
WB^C,576.9,WACHOVIA CORP.
WB^D,685.5,WACHOVIA CORP.
WNA^,302.4,Wachovia Corporation
WDR,1311,"Waddell & Reed Financial, Inc."
WMT,219898.3,"Wal-Mart Stores, Inc."
WAG,24399.4,Walgreen Company
DIS,41999.8,Walt Disney Company (The)
WLT,951.4,"Walter Industries, Inc."
WRC,915.3,Warnaco Group Inc (The)
WMG,465.1,Warner Music Group Corp.
WPO,3150.9,Washington Post Company (The)
WRE,1482.6,Washington Real Estate Investment Trust
WCN,2516.6,Waste Connections Inc.
WMI,16257.5,"Waste Management, Inc."
WAT,3603.1,Waters Corporation
WSO,942.3,"Watsco, Inc."
WPI,2779.4,"Watson Pharmaceuticals, Inc."
WW,2035.2,"Watson Wyatt Worldwide, Inc."
WTS,730.4,"Watts Water Technologies, Inc."
WPP,558.2,Wausau-Mosinee Paper Corporation
WFT,7369.5,"Weatherford International, Inc."
WBS,726.5,Webster Financial Corporation
WNI,74.1,"Weider Nutrition International, Inc."
WTW,2262.1,Weight Watchers International Inc
WRI,1801.3,Weingarten Realty Investors
WRI^D,1.4,Weingarten Realty Investors
WRI^E,0.4,Weingarten Realty Investors
WRI^F,1.3,Weingarten Realty Investors
WMK,906.9,"Weis Markets, Inc."
WCG,536.3,Wellcare Group
WLP,21445.9,WellPoint Health Networks Inc.
BWF,1581.9,Wells Fargo & Company
FWF,840,Wells Fargo & Company
GWF,160.4,Wells Fargo & Company
JWF,419.8,Wells Fargo & Company
WCO,0,Wells Fargo & Company
WFC,98028.2,Wells Fargo & Company
WPK,416,Wells Fargo & Company
WSF,1285.4,Wells Fargo & Company
WEN,2320.7,"Wendy's/Arby's Group, Inc."
WCC,807,"WESCO International, Inc."
WST,1235.7,"West Pharmaceutical Services, Inc."
WR,2221,"Westar Energy, Inc."
WRS,125.9,"Westar Energy, Inc."
RLH,43.5,WestCoast Hospitality Corporation
RLH^A,18.6,WestCoast Hospitality Corporation
WAL,389,Western Alliance Bancorporation
WEA,102.1,Western Asset Bond Fund
ESD,352.6,Western Asset Emerging Markets Debt Fund Inc
EFL,32.5,"Western Asset Emerging Markets Floating Rate Fund, Inc."
EMD,34.3,"Western Asset Emerging Markets Income Fund, Inc"
EHI,222.5,Western Asset Global High Income Fund Inc
GDF,93.7,"Western Asset Global Partners Income Fund, Inc."
HIX,392,Western Asset High Income Fund II Inc.
HIF,30.6,Western Asset High Income Fund Inc.
HIO,294.2,"Western Asset High Income Opportunity Fund, Inc."
IMF,107.3,Western Asset Inflation Management Fund Inc
MHY,194.4,"Western Asset Managed High Income Fund, Inc."
MMU,416.8,"Western Asset Managed Municipals Fund, Inc."
MHF,135.7,"Western Asset Municipal High Income Fund, Inc."
MNP,99.1,"Western Asset Municipal Partners Fund, Inc."
GFY,95.3,Western Asset Variable Rate Strategic Fund Inc.
SBW,119.3,Western Asset Worldwide Income Fund Inc.
WIW,641.8,Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2
WIA,314.9,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd
WDC,2536.9,Western Digital Corporation
WES,340.5,"Western Gas Partners, LP"
WNR,530.6,"Western Refining, Inc."
WU,10261.3,Western Union Company (The)
WLK,1069.5,Westlake Chemical Corporation
WBK,232.6,Westpac Banking Corporation
WHG,197.6,Westwood Holdings Group Inc
WY,6467.6,Weyerhaeuser Company
WGL,1633.6,WGL Holdings Inc
WHR,3039.3,Whirlpool Corporation
WTM,2789.2,"White Mountains Insurance Group, Ltd."
WLL,1416.1,Whiting Petroleum Corporation
WHX,150.8,Whiting USA Trust I
PAS,2592.3,Whitman Corporation
WG,332,"Willbros Group, Inc."
WTU,70.8,Williams Coal Seam Gas Royalty Trust
WMB,8379.2,"Williams Companies, Inc. (The)"
WPZ,630.2,Williams Partners L.P.
WMZ,320.3,Williams Pipeline Partners LP
WSM,830.5,"Williams-Sonoma, Inc."
WSH,4138.2,Willis Group Holdings Limited
WL,1514.2,Wilmington Trust Corporation
WBD,413.4,WIMM BILL DANN FOODS OJSC
WIN,4042.7,Windstream Corporation
WGO,175.3,"Winnebago Industries, Inc."
WIT,190.7,Wipro Limited
WEC,4908.3,Wisconsin Energy Corporation
WMS,1345.8,WMS Industries Inc.
WNS,103.1,WNS (Holdings) Limited
WWW,1029.7,"Wolverine World Wide, Inc."
WF,13.2,Woori Finance Holdings Co Ltd
INT,1082.5,World Fuel Services Corporation
WWE,277.8,"World Wrestling Entertainment, Inc."
WOR,868.6,"Worthington Industries, Inc."
WXS,488.4,Wright Express Corporation
WH,117.7,WSP Holdings Limited
WX,374.6,Wuxi Pharmatech (Cayman) Inc.
WYE,49944.1,Wyeth
WYE^,15.3,Wyeth
WYN,1162.6,Wyndham Worldwide Corp
XCJ,398.9,Xcel Energy Inc.
XEL,8329.9,Xcel Energy Inc.
XEL^A,65.6,Xcel Energy Inc.
XEL^B,10.2,Xcel Energy Inc.
XEL^C,11.7,Xcel Energy Inc.
XEL^D,13.7,Xcel Energy Inc.
XEL^E,7.3,Xcel Energy Inc.
XEL^G,11.7,Xcel Energy Inc.
XRM,30.5,"Xerium Technologies, Inc."
XRX,6898.8,Xerox Corporation
XIN,54.3,Xinyuan Real Estate Co Ltd
XL,1223.9,XL CAPITAL LIMITED
XL^X,57.5,XL CAPITAL LIMITED
XL^Y,183.8,XL CAPITAL LIMITED
XTO,20344.4,XTO Energy Inc.
AUY,5393.7,"Yamana Gold, Inc."
YZC,125.4,Yanzhou Coal Mining Company Limited
YGE,404.9,Yingli Green Energy Holding Company Limited,,
YPF,10341.2,YPF Sociedad Anonima
YUM,14570.6,"Yum! Brands, Inc."
ZLC,106.2,Zale Corporation,,
ZAP,116.2,Zapata Corporation,,
ZNT,1176.1,Zenith National Insurance Corporation
ZEP,418.3,Zep Inc.
ZMH,9077.2,"Zimmer Holdings, Inc."
HZD,41,Zion Oil & Gas Inc
ZB^A,2.1,Zions Bancorporation
ZB^B,132.1,Zions Bancorporation
ZB^C,47,Zions Bancorporation
ZF,264.8,"Zweig Fund, Inc. (The)"
ZTR,386.20,"Zweig Total Return Fund Inc."
SMLC,100.9,"The Smile.Communications Ltd."
FLWS,101.9,"1-800 FLOWERS.COM, Inc."
FCTY,40.6,"1st Century Bancshares, Inc"
FCCY,40.4,1st Constitution Bancorp (NJ)
FPBN,10,1st Pacific Bancorp (CA)
SRCE,569.7,1st Source Corporation
TCHC,37.1,21st Century Holding Company
COMS,926.2,3Com Corporation
TDSC,177.6,3D Systems Corporation
SSRX,170,3SBio Inc.
JOBS,174.1,"51job, Inc."
EGHT,29.8,8x8 Inc
APWR,140.6,"A-Power Energy Generation Systems, Ltd."
SHLM,444.3,"A. Schulman, Inc."
ACMR,28.4,"A.C. Moore Arts & Crafts, Inc."
ADAM,39.5,A.D.A.M. Inc.
APPA,13,"A.P. Pharma, Inc."
AAON,359.1,"AAON, Inc."
ASTM,67.5,"Aastrom Biosciences, Inc."
ABAX,350.8,"ABAXIS, Inc."
AANB,8.7,"Abigail Adams National Bancorp, Inc."
ABBC,217.5,"Abington Bancorp, Inc."
ABMD,600.9,"ABIOMED, Inc."
AXAS,35.5,Abraxas Petroleum Corporation
ABII,2641,Abraxis Bioscience Inc.
ACTG,93.9,Acacia Research Corporation
ACAD,33.4,ACADIA Pharmaceuticals Inc.
ACCL,118.2,"Accelrys, Inc."
CIDM,9.9,"Access Integrated Technologies, Inc."
ANCX,48.9,Access National Corporation
AUSA,4.7,"Access Plans USA, Inc."
ARAY,286.7,Accuray Incorporated
ACGY,1126.8,Acergy S.A.
ACET,245.5,Aceto Corporation
ACHN,17.9,"Achillion Pharmaceuticals, Inc."
ACIW,555.1,"ACI Worldwide, Inc."
APKT,290.7,"Acme Packet, Inc."
ACOR,773.5,"Acorda Therapeutics, Inc."
ACFN,16.2,"Acorn Energy, Inc."
ACTL,302,Actel Corporation
APII,3.9,"Action Products International, Inc."
ACTS,138.5,"Actions Semiconductor Co., Ltd."
ACPW,19.3,"Active Power, Inc."
ACTI,82,ActivIdentity Corporation
ATVI,11442.7,"Activision Blizzard, Inc"
ACTU,179.2,Actuate Corporation
ACUR,313.6,"Acura Pharmaceuticals, Inc."
ACUS,3.5,"Acusphere, Inc."
ACXM,633.2,Acxiom Corporation
ADES,20.9,"ADA-ES, Inc."
ADGF,19.5,"Adams Golf, Inc."
ADPT,402.2,"Adaptec, Inc."
ADCT,644,"ADC Telecommunications, Inc."
AEY,18.3,"ADDvantage Technologies Group, Inc."
ADEP,30.5,"Adept Technology, Inc."
ADBE,11304.1,Adobe Systems Incorporated
ADLR,76.9,Adolor Corporation
ADTN,926.3,"ADTRAN, Inc."
AATI,138.3,"Advanced Analogic Technologies, Inc."
ABAT,145.7,"Advanced Battery Technologies, Inc."
AEIS,416.2,"Advanced Energy Industries, Inc."
AERT,8.1,"Advanced Environmental Recycling Technologies, Inc."
ADLS,14.7,"Advanced Life Sciences Holdings, Inc."
ADVNA,16.7,ADVANTA Corp.
ADVNB,65.3,ADVANTA Corp.
ADVS,537.7,"Advent Software, Inc."
ABCO,356.4,Advisory Board Company (The)
AVCA,16.9,"Advocat, Inc."
AEHR,17.2,Aehr Test Systems
AEPI,118.7,AEP Industries Inc.
AERO,2.4,"AeroGrow International, Inc."
AVAV,776.8,"AeroVironment, Inc."
AEZS,26.1,"AEterna Zentaris, Inc."
ATRM,20.7,Aetrium Incorporated
AFCE,118.6,"AFC Enterprises, Inc."
AFFM,22.4,"Affirmative Insurance Holdings, Inc."
AFFY,152.9,"Affymax, Inc."
AFFX,209.9,"Affymetrix, Inc."
FEED,53,"AgFeed Industries, Inc."
AGYS,97.3,"Agilysys, Inc."
AIRM,194.1,Air Methods Corporation
AIRT,14.2,"Air T, Inc."
ATSG,11.4,"Air Transport Services Group, Inc"
AMCN,320.2,AirMedia Group Inc
AIRN,5.4,Airspan Networks Inc.
AIRV,391.7,"Airvana, Inc."
AIXG,615.9,Aixtron Aktiengesellschaft
AKAM,2552.1,"Akamai Technologies, Inc."
AKNS,49.4,"Akeena Solar, Inc."
AKRX,205.4,"Akorn, Inc."
TRMD,791.3,Aktieselskabet Dampskibsselskabet Torm
AAII,7,"Alabama Aircraft Industries, Inc."
ALDN,85.4,Aladdin Knowledge Systems Limited
ALAN,23,Alanco Technologies Inc.
ALSK,409.2,"Alaska Communications Systems Group, Inc."
AMRI,306.5,"Albany Molecular Research, Inc."
ALDA,12.3,"Aldila, Inc."
ALXN,2820.1,"Alexion Pharmaceuticals, Inc."
ALXA,104,"Alexza Pharmaceuticals, Inc."
ACEL,11.4,Alfacell Corporation
ALCO,302.4,"Alico, Inc."
ALGN,586.6,"Align Technology, Inc."
ALKS,1011,"Alkermes, Inc."
ALGT,987.8,Allegiant Travel Company
ALLB,52.4,"Alliance Bancorp, Inc. of Pennsylvania"
ABVA,7.1,Alliance Bankshares Corporation
AFOP,26.9,"Alliance Fiber Optic Products, Inc."
ALNC,108.5,Alliance Financial Corporation
AHGP,886,"Alliance Holdings GP, L.P."
ARLP,984.2,"Alliance Resource Partners, L.P."
AHCI,49,Allied HealthCare International Inc.
AHPI,24.7,"Allied Healthcare Products, Inc."
AMOT,14.6,"Allied Motion Technologies, Inc."
ALLI,106.8,"Allion Healthcare, Inc."
ALTH,496.6,"Allos Therapeutics, Inc."
ALLT,36.4,Allot Communications Ltd.
ALOY,65.9,"Alloy, Inc."
MDRX,1447.2,"Allscripts-Misys Healthcare Solutions, Inc."
AFAM,366.1,Almost Family Inc
ALNY,1024,"Alnylam Pharmaceuticals, Inc."
ATEC,111.4,"Alphatec Holdings, Inc."
ALSE,26.1,"Alseres Pharmaceuticals, Inc."
ALUS,9.5,Alsius Corporation
ALUSU,2.7,Alsius Corporation
ALUSW,0.3,Alsius Corporation
ALTI,113.6,Altair Nanotechnologies Inc.
ALTR,4969,Altera Corporation
ATGN,13.9,"AltiGen Communications, Inc."
APSA,86.1,Alto Palermo S.A.
AIMC,208.8,"Altra Holdings, Inc."
ALTU,16.5,Altus Pharmaceuticals Inc.
ALVR,229.2,Alvarion Ltd.
AMAG,609.5,"AMAG Pharmaceuticals, Inc."
AMRN,19.2,Amarin Corporation PLC
AMZN,21990.5,"Amazon.com, Inc."
EPAX,175,"Ambassadors Group, Inc."
AMIE,7.2,"Ambassadors International, Inc."
AMFI,82,"Amcore Financial, Inc."
AMED,1115.9,Amedisys Inc
AMEN,17,AMEN Properties Inc.
UHAL,677.2,Amerco
ASBI,16.7,Ameriana Bancorp
ATAX,66.8,"America First Tax Exempt Investors, L.P."
AMOV,868.8,"America Movil, S.A.B. de C.V."
ASGR,98,America Service Group Inc.
CRMT,162.7,"America's Car-Mart, Inc."
ABNJ,129.2,"American Bancorp of New Jersey, Inc."
ABMC,5.2,American Bio Medica Corp.
AGNC,320.5,American Capital Agency Corp.
ACAS,669.9,"American Capital, Ltd."
ANCI,107.4,American Caresource Holdings Inc
AMCE,2.9,"American Claims Evaluation, Inc."
ACLI,248.1,American Commercial Lines Inc
ACBA,67.4,American Community Bancshares
ADPI,89.5,"American Dental Partners, Inc."
ECOL,370.2,American Ecology Corporation
AETI,14.2,"American Electric Technologies, Inc."
AMIC,23.2,American Independence Corp.
AMIN,16.4,American International Industries Inc
AIPC,452.7,American Italian Pasta Company
AMAC,45.6,American Medical Alert Corp.
AMMD,658.9,"American Medical Systems Holdings, Inc."
AMNB,103.5,"American National Bankshares, Inc."
ANAT,1952.4,American National Insurance Company
APFC,60.4,American Pacific Corporation
ACAP,450.4,"American Physicians Capital, Inc."
AMPH,151.5,"American Physicians Service Group, Inc."
APEI,667.6,"American Public Education, Inc."
ARII,224.3,"American Railcar Industries, Inc."
AMRB,58.3,American River Bankshares
ASEI,650,"American Science and Engineering, Inc."
AMSWA,105.8,"American Software, Inc."
AMSC,705.8,American Superconductor Corporation
ATCO,16.8,American Technology Corporation
AMWD,256.1,American Woodmark Corporation
AWBC,12.9,AmericanWest Bancorporation
ARGN,72.2,Amerigon Incorporated
ABCB,160.8,Ameris Bancorp
AMSF,386.8,"AMERISAFE, Inc."
ASRV,43.3,AmeriServ Financial Inc.
ASRVP,9.6,AmeriServ Financial Inc.
ASCA,494.7,"Ameristar Casinos, Inc."
AMTC,8.5,Ameritrans Capital Corporation
AMTCP,2.3,Ameritrans Capital Corporation
AMTY,6,Amerityre Corporation
ATLO,250.4,Ames National Corporation
AMGN,61187.3,Amgen Inc.
AMCS,59.1,"AMICAS, Inc."
FOLD,180.1,"Amicus Therapeutics, Inc."
AMKR,399,"Amkor Technology, Inc."
AMPL,33.7,Ampal-American Israel Corporation
AMSG,734.2,Amsurg Corp.
ASYS,33.6,"Amtech Systems, Inc."
AFSI,696.4,"AmTrust Financial Services, Inc."
AMLN,1493.1,"Amylin Pharmaceuticals, Inc."
ANAD,93.5,"ANADIGICS, Inc."
ANDS,45.1,"Anadys Pharmaceuticals, Inc."
ALOG,361.1,Analogic Corporation
ANLY,14.4,Analysts International Corporation
ANEN,173.4,"Anaren, Inc."
ABCW,59.4,Anchor BanCorp Wisconsin Inc.
ANDE,299.9,"Andersons, Inc. (The)"
ANSV,14.3,"Anesiva, Inc."
ANGN,13.1,Angeion Corporation
ANGO,333.5,"AngioDynamics, Inc."
ANPI,22.1,"Angiotech Pharmaceuticals, Inc."
AAUK,31209.3,Anglo American plc
ANIK,34.6,Anika Therapeutics Inc.
AHII,51.8,"Animal Health International, Inc."
ANNB,12.9,Annapolis Bancorp Inc.
ANSW,56.1,Answers Corporation
ANSS,2501.7,"ANSYS, Inc."
AGEN,31.8,Antigenics Inc.
APAC,61.2,"APAC Customer Services, Inc."
APAGF,784,APCO Argentina Inc.
APOG,295.4,"Apogee Enterprises, Inc."
APOL,12147.6,"Apollo Group, Inc."
AINV,1324.1,Apollo Investment Corporation
APAB,13.4,"Appalachian Bancshares, Inc. (GA)"
AAPL,75870.6,Apple Inc.
ARCI,13.5,"Appliance Recycling Centers of America, Inc."
AERG,27.6,"Applied Energetics, Inc"
AMAT,13591,"Applied Materials, Inc."
AMCC,256.5,Applied Micro Circuits Corporation
APSG,228.8,"Applied Signal Technology, Inc."
AREX,151,Approach Resources Inc.
ARSD,37.6,Arabian American Development Company
ARBX,38.9,"Arbinet-thexchange, Inc."
ARST,252,"Arc Sight, Inc."
ARCW,9.3,"Arc Wireless Solutions, Inc."
ACGL,4224.9,Arch Capital Group Ltd.
ACAT,57.4,Arctic Cat Inc.
RDEA,180.1,"Ardea Biosciences, Inc."
ARDNA,398.3,"Arden Group, Inc."
ARNA,308.8,"Arena Pharmaceuticals, Inc."
ARCC,615,Ares Capital Corporation
AGII,1043.6,Argo Group International Holdings Ltd.
STST,408.4,"ARGON ST, Inc."
ARIA,59.1,"ARIAD Pharmaceuticals, Inc."
ARBA,627,"Ariba, Inc."
RAMS,9.4,Aries Maritime Transport Limited
ARKR,41.1,Ark Restaurants Corp.
ABFS,761.4,Arkansas Best Corporation
ARMH,1607.8,"ARM Holdings, plc"
ARTX,5.6,Arotech Corporation
ARQL,186.3,"ArQule, Inc."
ARRY,192.7,Array BioPharma Inc.
ARRS,976.6,Arris Group Inc
AROW,264.4,Arrow Financial Corporation
ARWR,39.5,Arrowhead Research Corporation
ARTG,250.1,"Art Technology Group, Inc."
ARTW,14.4,"Art's-Way Manufacturing Co., Inc."
ARTNA,103.4,Artesian Resources Corporation
ARTC,127.3,ArthroCare Corporation
ARUN,214.4,"Aruba Networks, Inc."
ARYX,51.3,"ARYx Therapeutics, Inc."
ASCMA,292.6,Ascent Media Corporation
ASTI,78.7,"Ascent Solar Technologies, Inc."
ASTIZ,11.6,"Ascent Solar Technologies, Inc."
ASIA,547,"AsiaInfo Holdings, Inc."
ASMI,450.5,ASM International N.V.
ASML,7871.8,ASML Holding N.V.
ASPM,59.1,"Aspect Medical Systems, Inc."
APPY,192.3,"AspenBio Pharma, Inc."
AACC,156.1,Asset Acceptance Capital Corp.
ASBC,2673,Associated Banc-Corp
ASFI,38.8,"Asta Funding, Inc."
ATEA,7.4,"Astea International, Inc."
ASTE,702,"Astec Industries, Inc."
ALOT,42.5,"Astro-Med, Inc."
ATRO,58.9,Astronics Corporation
ASYT,12.7,"Asyst Technologies, Inc."
ATAI,116.2,ATA Inc.
ATAC,296.8,ATC Technology Corporation
ATHN,1248.3,"athenahealth, Inc."
ATHR,863.6,"Atheros Communications, Inc."
ATHX,8.5,"Athersys, Inc."
AAME,16.3,Atlantic American Corporation
ATBC,7.2,Atlantic BancGroup Inc
ACFC,51,Atlantic Coast Federal Corporation
